,whole_machine,boxing_machine,boxing_machine,boxing_machine,declare_resources,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing
#buckets,x,x,x,x,x,1,2,2,3,4,1,2,2,3,4
# cold starts,x,x,x,x,x,10,10,10,10,10,10,10,10,10,10
diagonal?,x,"[0.125, 0.25, 0.5, 1]","[0.25, 0.5, 1]","[0.25, 0.5, 0.75, 1]",x,1,0,1,1,1,1,0,1,1,1
avg_wfail_alloc_disk_t,0,16120603.015075376,8120603.015075377,8120603.015075377,0,30150.75376884422,1055276.3819095478,1055276.3819095478,1989949.7487437185,2874371.8592964825,30150.75376884422,934673.3668341709,934673.3668341709,1819095.4773869347,2743718.5929648243
int_frag_disk_t,12338000000.0,4402000000.0,4402000000.0,4402000000.0,12338995000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0
avg_int_frag_disk_t,62000000.0,22120603.015075378,22120603.015075378,22120603.015075378,62005000.0,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407
disk_t_utilization,0.03125,0.049700299700299655,0.06203241895261846,0.06203241895261846,0.031247558784469942,0.3289256198347107,0.2814710042432814,0.2814710042432814,0.24875000000000003,0.22409909909909909,0.3289256198347107,0.28633093525179854,0.28633093525179854,0.25415070242656446,0.22742857142857142
no_cold_disk_t_util,0,0,0,0,0,0.6631578947368422,0.4883720930232558,0.4883720930232558,0.39375000000000004,0.3327464788732394,0.6631578947368422,0.504,0.504,0.40820734341252696,0.3405405405405405
num_retries,0,300,101,101,199,6,108,108,201,289,6,96,96,184,276
num_retries_bucket,0,300,101,101,0,3,105,105,198,286,3,93,93,181,273
num_retries_machine,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
total_run_time,99500.0,249500.0,150000.0,150000.0,99500.0,102500.0,153500.0,153500.0,200000.0,244000.0,102500.0,147500.0,147500.0,191500.0,237500.0
avg_run_time,500.0,1253.7688442211056,753.7688442211055,753.7688442211055,500.0,515.0753768844221,771.356783919598,771.356783919598,1005.0251256281407,1226.1306532663316,515.0753768844221,741.2060301507538,741.2060301507538,962.3115577889447,1193.467336683417
